sn	name	typeName	tips	contentBG
190043,Novice 5★ Thief of Your Choice,Gift Set,Can be used to select one of these characters: Morgana, Ryuji Sakamoto, or Ann Takamaki.,<color=#ffffff>  </color>
190044,Novice 5★ Weapon of Your Choice,Gift Set,Can be used to select one 5★ weapon for Morgana, Ryuji Sakamoto, or Ann Takamaki. ,<color=#ffffff>  </color>
190045,Mystery Weapon Kit BU"	Weapon	Mystery Phantom Thief "BU"-only melee weapon.	AAAAAA==
190046	Mystery Weapon Kit "FO"	Weapon	Mystery Phantom Thief "FO"-only melee weapon.	AAAAAA==
190047	Mystery Weapon Kit "QU"	Weapon	Mystery Phantom Thief "QU"-only melee weapon.	<color=#ffffff>  </color>
190048	5★ Cognitite Case	Gift Set	Can be used to select one Cognitite for these pre-Ver. 1.3.2 Phantom Idol Contract characters: Ryuji Sakamoto	 Ann Takamaki	 Morgana	 Yaoling Li	 Haruna Nishimori	 or Minami Miyashita.	<color=#ffffff>  </color>
190049	Support Gift III	Gift Set	Can be used to obtain training materials such as these: Coffee Aid x5	 MaraThon Energy x3	 and 10	000 yen.	AAAAAA==
190050	Support Gift IV	Gift Set	Can be used to obtain training materials such as these: Coffee Aid x5	 MaraThon Energy x3	 and 10	000 yen.	AAAAAA==
190051	4★ Weapon Case	Gift Set	Can be used to select and obtain one 4★ weapon for Yumi Shiina	 Ayaka Sakai	 Summer Motoha Arai	 Morgana	 Ryuji Sakamoto	 Ann Takamaki	 Haruna Nishimori	 Kayo Tomiyama	 Miyu Sahara	 Lufel	 Motoha Arai	 Shun Kano	 Tomoko Noge	 Toshiya Sumi	 Yukimi Fujikawa	 Seiji Shiratori	 Leo Kamiyama	 Kotone Montagne	 Kiyoshi Kurotani	 Chizuko Nagao	 or Riko Tanemura.	<color=#ffffff>  </color>
190052	Mystery Weapon Kit "CO"	Weapon	Mystery Phantom Thief "CO"-only melee weapon.	<color=#ffffff>  </color>
190053	Mystery Weapon Kit "CS"	Weapon	Mystery Phantom Thief "CS"-only melee weapon.	<color=#ffffff>  </color>
190054	Weapon Gift Box	Gift Set	After use	 you can select one non-Most Wanted 5★ weapon from pre-Ver.1.3.2 Weapons Arms Deals. Selectable weapons: Revenge Axe	 Golden Legacy	 Rosethorn	 Infinite Moment	 Sweet Pickaxe	 Angel Heart	 Quasar	 Fallen Angel Wing	 Permafrost	 Final Buster	 Retro Disco Style	 Dream and Nightmare	 Baptism by Fire	 Karmic Cycle	 Venus Sunrise	 Babel's Verdict	 Queen of Winter	 and Ephemerality.	<color=#ffffff>  </color>
190055	Mystery Weapon Kit "WI"	Weapon	Mystery Phantom Thief "WI"-only melee weapon.	<color=#ffffff>  </color>
190056	Cognitite Box 2	Gift Set	Can be used to select one Cognitite for these pre-Ver. 1.4 Phantom Idol Contract characters: Ryuji Sakamoto 	 Ann Takamaki	 Morgana	 Yaoling Li	 Haruna Nishimori	 Minami Miyashita	 or Yumi Shiina.	<color=#ffffff>  </color>
190057	4★ Weapon Case	Gift Set	Can be used to select and obtain one 4★ weapon for Summer Tomoko Noge	 Minami Miyashita	 Kira Kitazato	 Morgana	 Ryuji Sakamoto	 Ann Takamaki	 Haruna Nishimori	 Kayo Tomiyama	 Miyu Sahara	 Lufel	 Motoha Arai	 Shun Kano	 Tomoko Noge	 Toshiya Sumi	 Yukimi Fujikawa	 Seiji Shiratori	 Leo Kamiyama	 Kotone Montagne	 Kiyoshi Kurotani	 Chizuko Nagao	 or Riko Tanemura.	<color=#ffffff>  </color>
190058	Mystery Weapon Kit "ME"	Weapon	Mystery Phantom Thief "ME"-only melee weapon.	<color=#ffffff>  </color>
190059	4★ Weapon Case	Gift Set	Can be used to get one 4★ weapon for Futaba Sakura	 Masaki Ashiya	 Haru Okumura	 Morgana	 Ryuji Sakamoto	 Ann Takamaki	 Haruna Nishimori	 Kayo Tomiyama	 Miyu Sahara	 Lufel	 Motoha Arai	 Shun Kano	 Tomoko Noge	 Toshiya Sumi	 Yukimi Fujikawa	 Seiji Shiratori	 Leo Kamiyama	 Kotone Montagne	 Kiyoshi Kurotani	 Chizuko Nagao	 or Riko Tanemura.	<color=#ffffff>  </color>
190060	Mystery Weapon Kit "CH"	Weapon	Mystery Phantom Thief "CH"-only melee weapon.	<color=#ffffff>  </color>
190061	Mystery Weapon Kit "NO"	Weapon	Mystery Phantom Thief "NO"-only melee weapon.	<color=#ffffff>  </color>
190062	5★ Cognitite Chance 1	Gift Set	Can be used to randomly select one of these characters: Minami Miyashita or Yumi Shiina.	<color=#ffffff>  </color>
190063	5★ Weapon Case	Gift Set	Can be used to select and obtain one 5★ weapon for Morgana	 Ryuji Sakamoto	 Ann Takamaki	 Yaoling Li	 Haruna Nishimori	 Minami Miyashita	 Yumi Shiina	 Lufel	 Motoha Arai	 Shun Kano	 Leo Kamiyama	 Kayo Tomiyama	 Tomoko Noge	 Kiyoshi Kurotani	 Yukimi Fujikawa	 Seiji Shiratori	 Toshiya Sumi	 Kotone Montagne	 Miyu Sahara	 Chizuko Nagao	 or Riko Tanemura.	<color=#ffffff>  </color>
190064	Cognitite Box 3	Gift Set	Can be used to randomly select Cognitite for one of these charactes: Minami Miyashita or Yumi Shiina.	AAAAAA==
190065	5★ Weapon Case	Gift Set	Can be used to select and obtain one 5★ weapon for Ren Amamiya	 Yui	 Yusuke Kitagawa	 Makoto Niijima	 or Ayaka Sakai.	<color=#ffffff>  </color>
190066	5★ Phantom Idol Ticket 3	Gift Set	Can be used to select and obtain one of these characters: Ren Amamiya	 Yui	 Yusuke Kitagawa	 Makoto Niijima	 or Ayaka Sakai.	AAAAAA==
190067	4★ Weapon Case	Gift Set	Can be used to select and obtain one 4★ weapon for Minami Miyashita	 Yumi Shiina	 Kotone Montagne	 Mystery Phantom Thief "HO	 Morgana, Ryuji Sakamoto, Ann Takamaki, Kayo Tomiyama, Minami Miyashita, Lufel, Motoha Arai, Shun Kano, Tomoko Noge, Toshiya Sumi, Seiji Shiratori, Leo Kamiyama, Kotone Montagne, Kiyoshi Kurotani, Chizuko Nagao, or Riko Tanemura.,<color=#ffffff>  </color>
190068,Mystery Weapon Kit MO"	Weapon	Mystery Phantom Thief "MO"-only melee weapon.	<color=#ffffff>  </color>
190069	Mystery Weapon Kit "HO"	Weapon	Mystery Phantom Thief "HO"-only melee weapon.	AAAAAA==
190070	5★ Cognitite Chance 2	Gift Set	Can be used to randomly select one of these characters: Minami Miyashita	 Yumi Shiina	 or Masaki Ashiya.	<color=#ffffff>  </color>
190091	5★ Welcome Idol Chance	Gift Set	Can be used to randomly select one of these characters: Morgana	 Ryuji Sakamoto	 Ann Takamaki	 Yaoling Li	 or Haruna Nishimori.	<color=#ffffff>  </color>
190092	4★ Welcome Arms Case	Gift Set	Can be used to select and obtain one 4★ weapon for Morgana	 Ryuji Sakamoto	 Ann Takamaki	 Yaoling Li	 or Haruna Nishimori.	<color=#ffffff>  </color>
200101	Damascus Knife	Dagger	Wonder-only melee weapon.	<color=#ffffff>  </color>
200102	Fatal Knife	Dagger	Wonder-only melee weapon.	<color=#ffffff>  </color>
200103	Midnight Sun	Dagger	Wonder-only melee weapon.	<color=#ffffff>  </color>
200104	Sennight Inferno	Dagger	Wonder-only melee weapon.	<color=#ffffff>  </color>
200105	All In	Dagger	Wonder-only melee weapon.	<color=#ffffff>  </color>
200106	Arc Knife	Dagger	Wonder-only melee weapon.	<color=#ffffff>  </color>
200107	Ex Machina	Dagger	Wonder-only melee weapon.	<color=#ffffff>  </color>
200108	Glimmer	Dagger	Wonder-only melee weapon.	<color=#ffffff>  </color>
200109	Eye of Obsequies	Dagger	Wonder-only melee weapon.	<color=#ffffff>  </color>
200110	Starry Compass	Dagger	Wonder-only melee weapon.	<color=#ffffff>  </color>
200111	Abyss Fang	Dagger	Wonder-only melee weapon.	<color=#ffffff>  </color>
210101	Normal Rod	Stick	Ryuji-only melee weapon.	<color=#ffffff>  </color>
210102	Gang Star	Stick	Ryuji-only melee weapon.	<color=#ffffff>  </color>
210103	Grand Presser	Stick	Ryuji-only melee weapon.	<color=#ffffff>  </color>
210104	Revenge Axe	Stick	Ryuji-only melee weapon.	<color=#ffffff>  </color>
210201	Bandit Sword	Cutlass	Morgana-only melee weapon.	<color=#ffffff>  </color>
210202	God Saber	Cutlass	Morgana-only melee weapon.	<color=#ffffff>  </color>
210203	Shamshir	Cutlass	Morgana-only melee weapon.	<color=#ffffff>  </color>
210204	Golden Legacy	Cutlass	Morgana-only melee weapon.	<color=#ffffff>  </color>
210205	Headhunter Ladle	Cutlass	Morgana-only melee weapon.	<color=#ffffff>  </color>
210301	Swinging Hammer	Swinging Hammer	Motoha-only melee weapon.	<color=#ffffff>  </color>
210302	Lightning Hammer	Swinging Hammer	Motoha-only melee weapon.	<color=#ffffff>  </color>
210303	Crime and Punishment	Swinging Hammer	Motoha-only melee weapon.	<color=#ffffff>  </color>
210304	Quasar	Swinging Hammer	Motoha-only melee weapon.	<color=#ffffff>  </color>
210311	Water Ball	Swinging Hammer	Motoha-only melee weapon.	<color=#ffffff>  </color>
210312	Floral Water Ball	Swinging Hammer	Motoha-only melee weapon.	<color=#ffffff>  </color>
210313	Puff Puff Star	Swinging Hammer	Motoha-only melee weapon.	<color=#ffffff>  </color>
210314	Colorful Coast	Swinging Hammer	Motoha-only melee weapon.	<color=#ffffff>  </color>
210401	Basic Tonfa	Tonfa	Lufel-only melee weapon.	<color=#ffffff>  </color>
210402	Break Tonfa	Tonfa	Lufel-only melee weapon.	<color=#ffffff>  </color>
210403	Lava Flame	Tonfa	Lufel-only melee weapon.	<color=#ffffff>  </color>
210404	Fallen Angel Wing	Tonfa	Lufel-only melee weapon.	<color=#ffffff>  </color>
210501	Snake Eye Umbrella	Parasol	Riko-only melee weapon.	<color=#ffffff>  </color>
210502	Peculiar Parasol	Parasol	Riko-only melee weapon.	<color=#ffffff>  </color>
210503	Moonlight Needle	Parasol	Riko-only melee weapon.	<color=#ffffff>  </color>
210504	Kunoichi: Sky's Edge	Parasol	Riko-only melee weapon.	<color=#ffffff>  </color>
210505	Red Plum Blossom	Parasol	Riko-only melee weapon.	<color=#ffffff>  </color>
210511	AAAAAA==	Parasol	Riko-only melee weapon.	AAAAAA==
210512	AAAAAA==	Parasol	Riko-only melee weapon.	AAAAAA==
210513	AAAAAA==	Parasol	Riko-only melee weapon.	AAAAAA==
210514	AAAAAA==	Parasol	Riko-only melee weapon.	AAAAAA==
210601	Tomahawk	Hatchet	Shun-only melee weapon.	<color=#ffffff>  </color>
210602	Steel Tomahawk	Hatchet	Shun-only melee weapon.	<color=#ffffff>  </color>
210603	Demon's Bite	Hatchet	Shun-only melee weapon.	<color=#ffffff>  </color>
210604	Permafrost	Hatchet	Shun-only melee weapon.	<color=#ffffff>  </color>
210701	Brave Lance	Lance	Kamiyama-only melee weapon.	<color=#ffffff>  </color>
210702	Punish Lance	Lance	Kamiyama-only melee weapon.	<color=#ffffff>  </color>
210703	Justice Lance	Lance	Kamiyama-only melee weapon.	<color=#ffffff>  </color>
210704	Final Buster	Lance	Kamiyama-only melee weapon.	<color=#ffffff>  </color>
210801	Flip Phone	Phone	Tomiyama-only melee weapon.	<color=#ffffff>  </color>
210802	Sweety SG	Phone	Tomiyama-only melee weapon.	<color=#ffffff>  </color>
210803	Emerald Charmer	Phone	Tomiyama-only melee weapon.	<color=#ffffff>  </color>
210804	Retro Disco Style	Phone	Tomiyama-only melee weapon.	<color=#ffffff>  </color>
210901	Staff	Staff	Yaoling-only melee weapon.	<color=#ffffff>  </color>
210902	Willowstaff	Staff	Yaoling-only melee weapon.	<color=#ffffff>  </color>
210903	Sunstaff	Staff	Yaoling-only melee weapon.	<color=#ffffff>  </color>
210904	Infinite Moment	Staff	Yaoling-only melee weapon.	<color=#ffffff>  </color>
211001	Twin Daggers	Dual Blades	Tomoko-only melee weapon.	<color=#ffffff>  </color>
211002	Sharp Twinblades	Dual Blades	Tomoko-only melee weapon.	<color=#ffffff>  </color>
211003	Shadow Crowns	Dual Blades	Tomoko-only melee weapon.	<color=#ffffff>  </color>
211004	Dream and Nightmare	Dual Blades	Tomoko-only melee weapon.	<color=#ffffff>  </color>
211011	Firework Sticks	Dual Blades	Tomoko-only melee weapon.	<color=#ffffff>  </color>
211012	Starry Sparklers	Dual Blades	Tomoko-only melee weapon.	<color=#ffffff>  </color>
211013	Whisper of the Tides	Dual Blades	Tomoko-only melee weapon.	<color=#ffffff>  </color>
211014	Bubble Baby	Dual Blades	Tomoko-only melee weapon.	<color=#ffffff>  </color>
211101	Twin Chakrams	Twin Disc	Yui-only melee weapon.	<color=#ffffff>  </color>
211102	Electric Chakrams	Twin Disc	Yui-only melee weapon.	<color=#ffffff>  </color>
211103	Meta Directors	Twin Disc	Yui-only melee weapon.	<color=#ffffff>  </color>
211104	Cyber Jammers	Twin Disc	Yui-only melee weapon.	<color=#ffffff>  </color>
211201	Faustmesser	Faustmesser	Kurotani-only melee weapon.	<color=#ffffff>  </color>
211202	Holy Nail	Faustmesser	Kurotani-only melee weapon.	<color=#ffffff>  </color>
211203	Death Stinger	Faustmesser	Kurotani-only melee weapon.	<color=#ffffff>  </color>
211204	Baptism by Fire	Faustmesser	Kurotani-only melee weapon.	<color=#ffffff>  </color>
211301	Iron Flail	Iron Flail	Yukimi-only melee weapon.	<color=#ffffff>  </color>
211302	Slashing Flail	Iron Flail	Yukimi-only melee weapon.	<color=#ffffff>  </color>
211303	Heavy Metal Pain	Iron Flail	Yukimi-only melee weapon.	<color=#ffffff>  </color>
211304	Karmic Cycle	Iron Flail	Yukimi-only melee weapon.	<color=#ffffff>  </color>
211401	Rapier	Rapier	Shiratori-only melee weapon.	<color=#ffffff>  </color>
211402	Elegant Rapier	Rapier	Shiratori-only melee weapon.	<color=#ffffff>  </color>
211403	Knight's Reward	Rapier	Shiratori-only melee weapon.	<color=#ffffff>  </color>
211404	Venus Sunrise	Rapier	Shiratori-only melee weapon.	<color=#ffffff>  </color>
211501	Lumina Saber	Light Sword	Akechi-only melee weapon.	<color=#ffffff>  </color>
211502	Sacred Saber	Light Sword	Akechi-only melee weapon.	<color=#ffffff>  </color>
211503	Blue Saber	Light Sword	Akechi-only melee weapon.	<color=#ffffff>  </color>
211504	Heavenly Heart of Fire	Light Sword	Akechi-only melee weapon.	<color=#ffffff>  </color>
211601	Katana	Tachi	Yusuke-only melee weapon.	<color=#ffffff>  </color>
211602	Seishiki Sword	Tachi	Yusuke-only melee weapon.	<color=#ffffff>  </color>
211603	Jagato	Tachi	Yusuke-only melee weapon.	<color=#ffffff>  </color>
211604	Shadowkiller	Tachi	Yusuke-only melee weapon.	<color=#ffffff>  </color>
211701	Laptop	Computer	Futaba-only melee weapon.	<color=#ffffff>  </color>
211702	Intrusion Detection Rig	Computer	Futaba-only melee weapon.	<color=#ffffff>  </color>
211703	Ghost Machine C	Computer	Futaba-only melee weapon.	<color=#ffffff>  </color>
211704	Cyberdeck::HACK()	Computer	Futaba-only melee weapon.	<color=#ffffff>  </color>
211801	Blade Rod	Cane	Sumi-only melee weapon.	<color=#ffffff>  </color>
211802	Noble Rod	Cane	Sumi-only melee weapon.	<color=#ffffff>  </color>
211803	Scarlet Scepter	Cane	Sumi-only melee weapon.	<color=#ffffff>  </color>
211804	Babel's Verdict	Cane	Sumi-only melee weapon.	<color=#ffffff>  </color>
211901	Leather Whip	Whip	Ann-only melee weapon.	<color=#ffffff>  </color>
211902	Spike Whip	Whip	Ann-only melee weapon.	<color=#ffffff>  </color>
211903	Masquerade Ribbon	Whip	Ann-only melee weapon.	<color=#ffffff>  </color>
211904	Rosethorn	Whip	Ann-only melee weapon.	<color=#ffffff>  </color>
212001	Brass Knuckles	Fists	Makoto-only melee weapon.	<color=#ffffff>  </color>
212002	Flash Punch	Fists	Makoto-only melee weapon.	<color=#ffffff>  </color>
212003	Omega Knuckle	Fists	Makoto-only melee weapon.	<color=#ffffff>  </color>
212004	Nuclear Finisher	Fists	Makoto-only melee weapon.	<color=#ffffff>  </color>
212101	Cavalry Saber	Saber	Kotone-only melee weapon.	<color=#ffffff>  </color>
212102	Royal Saber	Saber	Kotone-only melee weapon.	<color=#ffffff>  </color>
212103	Edelweiss	Saber	Kotone-only melee weapon.	<color=#ffffff>  </color>
212104	Queen of Winter	Saber	Kotone-only melee weapon.	<color=#ffffff>  </color>
212111	AAAAAA==	Saber	Kotone-only melee weapon.	<color=#ffffff>  </color>
212112	DC[It][112]	Saber	Kotone-only melee weapon.	<color=#ffffff>  </color>
212113	DC[It][113]	Saber	Kotone-only melee weapon.	<color=#ffffff>  </color>
212114	DC[It][114]	Saber	Kotone-only melee weapon.	<color=#ffffff>  </color>
212301	Medkit	Medkit	Minami-only melee weapon.	<color=#ffffff>  </color>
212302	Portable Trauma Unit	Medkit	Minami-only melee weapon.	<color=#ffffff>  </color>
212303	Hymn of Life	Medkit	Minami-only melee weapon.	<color=#ffffff>  </color>
212304	Angel Heart	Medkit	Minami-only melee weapon.	<color=#ffffff>  </color>
212501	Axe	Axe	Haru-only melee weapon.	<color=#ffffff>  </color>
212502	Bardiche	Axe	Haru-only melee weapon.	<color=#ffffff>  </color>
212503	Gilgamesh Axe	Axe	Haru-only melee weapon.	<color=#ffffff>  </color>
212504	Battle Hymn	Axe	Haru-only melee weapon.	<color=#ffffff>  </color>
212601	Rebel Knife	Short Blade	Ren-only melee weapon.	<color=#ffffff>  </color>
212602	Athame	Short Blade	Ren-only melee weapon.	<color=#ffffff>  </color>
212603	Machete	Short Blade	Ren-only melee weapon.	<color=#ffffff>  </color>
